,artist,current_rank,is_new,last_pos,peak_pos,title,week,weeks_on_chart
41521,Brand Nubian,47,0,49,39,Hold On,3/25/1995,4
41522,Mad Lion,48,0,50,5,Take It Easy,3/25/1995,38
41523,Rappin' 4-Tay,49,0,35,10,Playaz Club,3/25/1995,28
41524,"Sam ""The Beast""",50,1,0,50,Gucci Dance,3/25/1995,1
41525,The Notorious B.I.G.,1,0,2,1,Big Poppa/Warning,3/18/1995,9
41526,2Pac,2,0,1,1,Dear Mama/Old School,3/18/1995,3
41527,Craig Mack,3,0,3,2,Get Down,3/18/1995,12
41528,Channel Live,4,0,4,3,Mad Izm,3/18/1995,13
41529,Ol' Dirty Bastard,5,0,6,5,Brooklyn Zoo,3/18/1995,6
41530,Bone Thugs-N-Harmony Featuring Eazy-E,6,0,5,4,Foe The Love Of $,3/18/1995,4
41531,Keith Murray,7,0,12,7,Get Lifted,3/18/1995,5
41532,Mobb Deep,8,0,8,7,Shook Ones Part II,3/18/1995,4
41533,Scarface Feat. Ice Cube,9,0,10,9,People Don't Believe,3/18/1995,2
41534,E-40 (Featuring Leviti),10,0,7,4,1-Luv,3/18/1995,4
41535,Capleton,11,0,9,8,Tour,3/18/1995,8
41536,Nine,12,0,11,3,Whutcha Want?,3/18/1995,15
41537,69 Boyz,13,0,14,6,Kitty Kitty,3/18/1995,18
41538,Vicious,14,0,15,9,Nika,3/18/1995,17
41539,69 Boyz,15,0,13,1,Tootsee Roll,3/18/1995,42
41540,Rottin Razkals,16,0,20,14,Oh Yeah!,3/18/1995,7
41541,Slick Rick Featuring Doug E. Fresh,17,0,22,17,Sittin' In My Car,3/18/1995,3
41542,Shaquille O'Neal Feat. Prince Rakeem The RZA & Method Man,18,0,16,16,No Hook,3/18/1995,5
41543,95 South,19,0,19,12,Rodeo,3/18/1995,9
41544,Too $hort,20,0,17,3,Cocktales,3/18/1995,10
41545,Redman,21,0,18,11,Can't Wait,3/18/1995,4
41546,Method Man,22,0,21,4,Bring The Pain,3/18/1995,19
41547,Group Home,23,0,29,19,Supa Star,3/18/1995,12
41548,Dr. Dre,24,1,0,24,"Keep Their Heads Ringin' (From ""Friday"")",3/18/1995,1
41549,Thug Life,25,0,32,25,Cradle To The Grave,3/18/1995,5
41550,Way 2 Real,26,0,24,15,Tha Butterfly,3/18/1995,14
41551,Scarface,27,0,23,2,I Never Seen A Man Cry (I Seen A Man Die),3/18/1995,19
41552,DJ Quik,28,1,0,28,Safe + Sound,3/18/1995,1
41553,DJ Smurf And P.M.H.I.,29,0,28,28,Ooh Lawd (Party People),3/18/1995,5
41554,Dru Down,30,0,33,14,Pimp Of The Year,3/18/1995,19
41555,Bone Thugs-N-Harmony,31,0,25,2,Thuggish Ruggish Bone,3/18/1995,31
41556,Craig Mack,32,0,26,1,Flava In Ya Ear,3/18/1995,32
41557,Frankie Cutlass,33,1,0,33,Boriquas On Da Set,3/18/1995,1
41558,The Roots,34,0,31,13,Proceed I,3/18/1995,12
41559,Rappin' 4-Tay,35,0,40,10,Playaz Club,3/18/1995,27
41560,Lords Of The Underground,36,0,48,36,What I'm After,3/18/1995,2
41561,Tha Alkaholiks,37,0,30,20,Daaam!,3/18/1995,16
41562,Raekwon Feat. Ghost Face Killer,38,0,36,21,Heaven & Hell,3/18/1995,19
41563,Big L,39,0,39,39,Put It On,3/18/1995,3
41564,Dana Dane,40,0,27,11,Record Jock,3/18/1995,14
41565,D.J. Trans,41,0,34,23,Ride Out,3/18/1995,15
41566,Heavy D & The Boyz,42,0,38,4,Black Coffee,3/18/1995,20
41567,Bush Babees,43,0,44,34,Remember We,3/18/1995,4
41568,Heavy D & The Boyz,44,0,49,44,Sex Wit You,3/18/1995,3
41569,Funkmaster Flex & The Ghetto Celebs,45,0,42,20,Nuttin But Flavor,3/18/1995,10
41570,Method Man,46,0,47,28,Release Yo' Delf,3/18/1995,5
41571,Dis `N' Dat,47,0,35,11,Party,3/18/1995,27
41572,Da Youngsta's,48,0,46,36,Mad Props,3/18/1995,5
41573,Brand Nubian,49,0,50,39,Hold On,3/18/1995,3
41574,Mad Lion,50,0,43,5,Take It Easy,3/18/1995,37
41575,2Pac,1,0,36,1,Dear Mama/Old School,3/11/1995,2
41576,The Notorious B.I.G.,2,0,1,1,Big Poppa/Warning,3/11/1995,8
41577,Craig Mack,3,0,2,2,Get Down,3/11/1995,11
41578,Channel Live,4,0,3,3,Mad Izm,3/11/1995,12
41579,Bone Thugs-N-Harmony Featuring Eazy-E,5,0,4,4,Foe The Love Of $,3/11/1995,3
41580,Ol' Dirty Bastard,6,0,5,5,Brooklyn Zoo,3/11/1995,5
41581,E-40 (Featuring Leviti),7,0,6,4,1-Luv,3/11/1995,3
41582,Mobb Deep,8,0,7,7,Shook Ones Part II,3/11/1995,3
41583,Capleton,9,0,9,8,Tour,3/11/1995,7
41584,Scarface Feat. Ice Cube,10,1,0,10,People Don't Believe,3/11/1995,1
41585,Nine,11,0,8,3,Whutcha Want?,3/11/1995,14
41586,Keith Murray,12,0,14,12,Get Lifted,3/11/1995,4
41587,69 Boyz,13,0,10,1,Tootsee Roll,3/11/1995,41
41588,69 Boyz,14,0,11,6,Kitty Kitty,3/11/1995,17
41589,Vicious,15,0,12,9,Nika,3/11/1995,16
41590,Shaquille O'Neal Feat. Prince Rakeem The RZA & Method Man,16,0,17,16,No Hook,3/11/1995,4
41591,Too $hort,17,0,15,3,Cocktales,3/11/1995,9
41592,Redman,18,0,13,11,Can't Wait,3/11/1995,3
41593,95 South,19,0,18,12,Rodeo,3/11/1995,8
41594,Rottin Razkals,20,0,21,14,Oh Yeah!,3/11/1995,6
41595,Method Man,21,0,16,4,Bring The Pain,3/11/1995,18
41596,Slick Rick Featuring Doug E. Fresh,22,0,27,22,Sittin' In My Car,3/11/1995,2
41597,Scarface,23,0,20,2,I Never Seen A Man Cry (I Seen A Man Die),3/11/1995,18
41598,Way 2 Real,24,0,19,15,Tha Butterfly,3/11/1995,13
41599,Bone Thugs-N-Harmony,25,0,24,2,Thuggish Ruggish Bone,3/11/1995,30
41600,Craig Mack,26,0,22,1,Flava In Ya Ear,3/11/1995,31
41601,Dana Dane,27,0,26,11,Record Jock,3/11/1995,13
41602,DJ Smurf And P.M.H.I.,28,0,29,28,Ooh Lawd (Party People),3/11/1995,4
41603,Group Home,29,0,25,19,Supa Star,3/11/1995,11
41604,Tha Alkaholiks,30,0,30,20,Daaam!,3/11/1995,15
41605,The Roots,31,0,23,13,Proceed I,3/11/1995,11
41606,Thug Life,32,0,0,32,Cradle To The Grave,3/11/1995,4
41607,Dru Down,33,0,34,14,Pimp Of The Year,3/11/1995,18
41608,D.J. Trans,34,0,45,23,Ride Out,3/11/1995,14
41609,Dis `N' Dat,35,0,43,11,Party,3/11/1995,26
41610,Raekwon Feat. Ghost Face Killer,36,0,31,21,Heaven & Hell,3/11/1995,18
41611,Keith Murray,37,0,32,3,The Most Beautifullest Thing In...,3/11/1995,21
41612,Heavy D & The Boyz,38,0,33,4,Black Coffee,3/11/1995,19
41613,Big L,39,0,46,39,Put It On,3/11/1995,2
41614,Rappin' 4-Tay,40,0,35,10,Playaz Club,3/11/1995,26
41615,Fugees,41,0,40,22,Vocab,3/11/1995,17
41616,Funkmaster Flex & The Ghetto Celebs,42,0,28,20,Nuttin But Flavor,3/11/1995,9
41617,Mad Lion,43,0,41,5,Take It Easy,3/11/1995,36
41618,Bush Babees,44,0,38,34,Remember We,3/11/1995,3
41619,Lords Of The Underground,45,0,50,17,Tic Toc,3/11/1995,20
41620,Da Youngsta's,46,0,42,36,Mad Props,3/11/1995,4
41621,Method Man,47,0,37,28,Release Yo' Delf,3/11/1995,4
41622,Lords Of The Underground,48,1,0,48,What I'm After,3/11/1995,1
41623,Heavy D & The Boyz,49,0,49,49,Sex Wit You,3/11/1995,2
41624,Brand Nubian,50,0,39,39,Hold On,3/11/1995,2
41625,The Notorious B.I.G.,1,0,1,1,Big Poppa/Warning,3/4/1995,7
41626,Craig Mack,2,0,2,2,Get Down,3/4/1995,10
41627,Channel Live,3,0,3,3,Mad Izm,3/4/1995,11
41628,Bone Thugs-N-Harmony Featuring Eazy-E,4,0,5,4,Foe The Love Of $,3/4/1995,2
41629,Ol' Dirty Bastard,5,0,7,5,Brooklyn Zoo,3/4/1995,4
41630,E-40 (Featuring Leviti),6,0,4,4,1-Luv,3/4/1995,2
41631,Mobb Deep,7,0,10,7,Shook Ones Part II,3/4/1995,2
41632,Nine,8,0,6,3,Whutcha Want?,3/4/1995,13
41633,Capleton,9,0,9,8,Tour,3/4/1995,6
41634,69 Boyz,10,0,8,1,Tootsee Roll,3/4/1995,40
41635,69 Boyz,11,0,13,6,Kitty Kitty,3/4/1995,16
41636,Vicious,12,0,15,9,Nika,3/4/1995,15
41637,Redman,13,0,11,11,Can't Wait,3/4/1995,2
41638,Keith Murray,14,0,27,14,Get Lifted,3/4/1995,3
41639,Too $hort,15,0,14,3,Cocktales,3/4/1995,8
41640,Method Man,16,0,12,4,Bring The Pain,3/4/1995,17
41641,Shaquille O'Neal Feat. Prince Rakeem The RZA & Method Man,17,0,16,16,No Hook,3/4/1995,3
41642,95 South,18,0,18,12,Rodeo,3/4/1995,7
41643,Way 2 Real,19,0,21,15,Tha Butterfly,3/4/1995,12
41644,Scarface,20,0,17,2,I Never Seen A Man Cry (I Seen A Man Die),3/4/1995,17
41645,Rottin Razkals,21,0,19,14,Oh Yeah!,3/4/1995,5
41646,Craig Mack,22,0,20,1,Flava In Ya Ear,3/4/1995,30
41647,The Roots,23,0,23,13,Proceed I,3/4/1995,10
41648,Bone Thugs-N-Harmony,24,0,22,2,Thuggish Ruggish Bone,3/4/1995,29
41649,Group Home,25,0,26,19,Supa Star,3/4/1995,10
41650,Dana Dane,26,0,29,11,Record Jock,3/4/1995,12
41651,Slick Rick Featuring Doug E. Fresh,27,1,0,27,Sittin' In My Car,3/4/1995,1
41652,Funkmaster Flex & The Ghetto Celebs,28,0,31,20,Nuttin But Flavor,3/4/1995,8
41653,DJ Smurf And P.M.H.I.,29,0,35,29,Ooh Lawd (Party People),3/4/1995,3
41654,Tha Alkaholiks,30,0,24,20,Daaam!,3/4/1995,14
41655,Raekwon Feat. Ghost Face Killer,31,0,28,21,Heaven & Hell,3/4/1995,17
41656,Keith Murray,32,0,33,3,The Most Beautifullest Thing In...,3/4/1995,20
41657,Heavy D & The Boyz,33,0,32,4,Black Coffee,3/4/1995,18
41658,Dru Down,34,0,25,14,Pimp Of The Year,3/4/1995,17
41659,Rappin' 4-Tay,35,0,40,10,Playaz Club,3/4/1995,25
41660,2Pac,36,1,0,36,Dear Mama/Old School,3/4/1995,1
41661,Method Man,37,0,30,28,Release Yo' Delf,3/4/1995,3
41662,Bush Babees,38,0,34,34,Remember We,3/4/1995,2
41663,Brand Nubian,39,1,0,39,Hold On,3/4/1995,1
41664,Fugees,40,0,37,22,Vocab,3/4/1995,16
41665,Mad Lion,41,0,43,5,Take It Easy,3/4/1995,35
41666,Da Youngsta's,42,0,36,36,Mad Props,3/4/1995,3
41667,Dis `N' Dat,43,0,44,11,Party,3/4/1995,25
41668,Fu-Schnickens,44,0,42,7,Breakdown,3/4/1995,21
41669,D.J. Trans,45,0,47,23,Ride Out,3/4/1995,13
41670,Big L,46,1,0,46,Put It On,3/4/1995,1
41671,STR8-G,47,0,39,26,Shadow Of A G,3/4/1995,4
41672,Pete Rock & C.L. Smooth,48,0,41,33,Take You There,3/4/1995,13
41673,Heavy D & The Boyz,49,1,0,49,Sex Wit You,3/4/1995,1
41674,Lords Of The Underground,50,0,38,17,Tic Toc,3/4/1995,19
41675,The Notorious B.I.G.,1,0,1,1,Big Poppa/Warning,2/25/1995,6
41676,Craig Mack,2,0,2,2,Get Down,2/25/1995,9
41677,Channel Live,3,0,4,3,Mad Izm,2/25/1995,10
41678,E-40 (Featuring Leviti),4,1,0,4,1-Luv,2/25/1995,1
41679,Bone Thugs-N-Harmony Featuring Eazy-E,5,1,0,5,Foe The Love Of $,2/25/1995,1
41680,Nine,6,0,3,3,Whutcha Want?,2/25/1995,12
41681,Ol' Dirty Bastard,7,0,40,7,Brooklyn Zoo,2/25/1995,3
41682,69 Boyz,8,0,5,1,Tootsee Roll,2/25/1995,39
41683,Capleton,9,0,9,8,Tour,2/25/1995,5
41684,Mobb Deep,10,1,0,10,Shook Ones Part II,2/25/1995,1
41685,Redman,11,1,0,11,Can't Wait,2/25/1995,1
41686,Method Man,12,0,7,4,Bring The Pain,2/25/1995,16
41687,69 Boyz,13,0,6,6,Kitty Kitty,2/25/1995,15
41688,Too $hort,14,0,8,3,Cocktales,2/25/1995,7
41689,Vicious,15,0,10,9,Nika,2/25/1995,14
41690,Shaquille O'Neal Feat. Prince Rakeem The RZA & Method Man,16,0,23,16,No Hook,2/25/1995,2
41691,Scarface,17,0,11,2,I Never Seen A Man Cry (I Seen A Man Die),2/25/1995,16
41692,95 South,18,0,12,12,Rodeo,2/25/1995,6
41693,Rottin Razkals,19,0,19,14,Oh Yeah!,2/25/1995,4
41694,Craig Mack,20,0,13,1,Flava In Ya Ear,2/25/1995,29
41695,Way 2 Real,21,0,15,15,Tha Butterfly,2/25/1995,11
41696,Bone Thugs-N-Harmony,22,0,17,2,Thuggish Ruggish Bone,2/25/1995,28
41697,The Roots,23,0,16,13,Proceed I,2/25/1995,9
41698,Tha Alkaholiks,24,0,29,20,Daaam!,2/25/1995,13
41699,Dru Down,25,0,18,14,Pimp Of The Year,2/25/1995,16
41700,Group Home,26,0,25,19,Supa Star,2/25/1995,9
41701,Keith Murray,27,0,30,27,Get Lifted,2/25/1995,2
41702,Raekwon Feat. Ghost Face Killer,28,0,21,21,Heaven & Hell,2/25/1995,16
41703,Dana Dane,29,0,14,11,Record Jock,2/25/1995,11
41704,Method Man,30,0,28,28,Release Yo' Delf,2/25/1995,2
41705,Funkmaster Flex & The Ghetto Celebs,31,0,34,20,Nuttin But Flavor,2/25/1995,7
41706,Heavy D & The Boyz,32,0,20,4,Black Coffee,2/25/1995,17
41707,Keith Murray,33,0,24,3,The Most Beautifullest Thing In...,2/25/1995,19
41708,Bush Babees,34,1,0,34,Remember We,2/25/1995,1
41709,DJ Smurf And P.M.H.I.,35,0,39,35,Ooh Lawd (Party People),2/25/1995,2
41710,Da Youngsta's,36,0,0,36,Mad Props,2/25/1995,2
41711,Fugees,37,0,32,22,Vocab,2/25/1995,15
41712,Lords Of The Underground,38,0,22,17,Tic Toc,2/25/1995,18
41713,STR8-G,39,0,26,26,Shadow Of A G,2/25/1995,3
41714,Rappin' 4-Tay,40,0,33,10,Playaz Club,2/25/1995,24
41715,Pete Rock & C.L. Smooth,41,0,38,33,Take You There,2/25/1995,12
41716,Fu-Schnickens,42,0,31,7,Breakdown,2/25/1995,20
41717,Mad Lion,43,0,36,5,Take It Easy,2/25/1995,34
41718,Dis `N' Dat,44,0,27,11,Party,2/25/1995,24
41719,Mistaken Identity & Queens Delight,45,1,0,45,69 Tempo,2/25/1995,1
41720,Da Brat,46,0,42,5,Fa All Y'All,2/25/1995,20
41721,D.J. Trans,47,0,35,23,Ride Out,2/25/1995,12
41722,Thug Life,48,0,46,39,Cradle To The Grave,2/25/1995,3
41723,The Notorious B.I.G.,49,0,0,3,Juicy/Unbelievable,2/25/1995,26
41724,Funkdoobiest,50,0,43,43,Rock On,2/25/1995,2
41725,The Notorious B.I.G.,1,0,1,1,Big Poppa/Warning,2/18/1995,5
41726,Craig Mack,2,0,2,2,Get Down,2/18/1995,8
41727,Nine,3,0,3,3,Whutcha Want?,2/18/1995,11
41728,Channel Live,4,0,4,4,Mad Izm,2/18/1995,9
41729,69 Boyz,5,0,5,1,Tootsee Roll,2/18/1995,38
41730,69 Boyz,6,0,7,6,Kitty Kitty,2/18/1995,14
41731,Method Man,7,0,10,4,Bring The Pain,2/18/1995,15
41732,Too $hort,8,0,6,3,Cocktales,2/18/1995,6
41733,Capleton,9,0,8,8,Tour,2/18/1995,4
41734,Vicious,10,0,9,9,Nika,2/18/1995,13
41735,Scarface,11,0,11,2,I Never Seen A Man Cry (I Seen A Man Die),2/18/1995,15
41736,95 South,12,0,20,12,Rodeo,2/18/1995,5
41737,Craig Mack,13,0,12,1,Flava In Ya Ear,2/18/1995,28
41738,Dana Dane,14,0,15,11,Record Jock,2/18/1995,10
41739,Way 2 Real,15,0,16,15,Tha Butterfly,2/18/1995,10
41740,The Roots,16,0,13,13,Proceed I,2/18/1995,8
41741,Bone Thugs-N-Harmony,17,0,17,2,Thuggish Ruggish Bone,2/18/1995,27
41742,Dru Down,18,0,18,14,Pimp Of The Year,2/18/1995,15
41743,Rottin Razkals,19,0,14,14,Oh Yeah!,2/18/1995,3
41744,Heavy D & The Boyz,20,0,21,4,Black Coffee,2/18/1995,16
41745,Raekwon Feat. Ghost Face Killer,21,0,24,21,Heaven & Hell,2/18/1995,15
41746,Lords Of The Underground,22,0,26,17,Tic Toc,2/18/1995,17
41747,Shaquille O'Neal Feat. Prince Rakeem The RZA & Method Man,23,1,0,23,No Hook,2/18/1995,1
41748,Keith Murray,24,0,22,3,The Most Beautifullest Thing In...,2/18/1995,18
41749,Group Home,25,0,19,19,Supa Star,2/18/1995,8
41750,STR8-G,26,0,37,26,Shadow Of A G,2/18/1995,2
41751,Dis `N' Dat,27,0,32,11,Party,2/18/1995,23
41752,Method Man,28,1,0,28,Release Yo' Delf,2/18/1995,1
41753,Tha Alkaholiks,29,0,25,20,Daaam!,2/18/1995,12
41754,Keith Murray,30,1,0,30,Get Lifted,2/18/1995,1
41755,Fu-Schnickens,31,0,30,7,Breakdown,2/18/1995,19
41756,Fugees,32,0,27,22,Vocab,2/18/1995,14
41757,Rappin' 4-Tay,33,0,28,10,Playaz Club,2/18/1995,23
41758,Funkmaster Flex & The Ghetto Celebs,34,0,23,20,Nuttin But Flavor,2/18/1995,6
41759,D.J. Trans,35,0,41,23,Ride Out,2/18/1995,11
41760,Mad Lion,36,0,29,5,Take It Easy,2/18/1995,33
41761,Redman,37,0,31,10,Rockafella,2/18/1995,14
41762,Pete Rock & C.L. Smooth,38,0,35,33,Take You There,2/18/1995,11
41763,DJ Smurf And P.M.H.I.,39,1,0,39,Ooh Lawd (Party People),2/18/1995,1
41764,Ol' Dirty Bastard,40,0,34,34,Brooklyn Zoo,2/18/1995,2
41765,OutKast,41,0,36,13,"Git Up, Git Out",2/18/1995,18
41766,Da Brat,42,0,33,5,Fa All Y'All,2/18/1995,19
41767,Funkdoobiest,43,1,0,43,Rock On,2/18/1995,1
41768,The Wascals,44,1,0,44,Dips,2/18/1995,1
41769,D.J. Magic Mike,45,1,0,45,Get On It Dog Gon' It,2/18/1995,1
41770,Thug Life,46,0,39,39,Cradle To The Grave,2/18/1995,2
41771,Above The Law,47,0,44,24,Black Superman,2/18/1995,29
41772,Super Cat,48,0,40,24,Scalp Dem,2/18/1995,13
41773,Breakdown,49,0,48,48,Dip Baby Dip,2/18/1995,2
41774,Coolio,50,0,49,49,Mama I'm In Love,2/18/1995,2
41775,The Notorious B.I.G.,1,0,1,1,Big Poppa/Warning,2/11/1995,4
41776,Craig Mack,2,0,2,2,Get Down,2/11/1995,7
41777,Nine,3,0,5,3,Whutcha Want?,2/11/1995,10
41778,Channel Live,4,0,10,4,Mad Izm,2/11/1995,8
41779,69 Boyz,5,0,4,1,Tootsee Roll,2/11/1995,37
41780,Too $hort,6,0,3,3,Cocktales,2/11/1995,5
41781,69 Boyz,7,0,6,6,Kitty Kitty,2/11/1995,13
41782,Capleton,8,0,11,8,Tour,2/11/1995,3
41783,Vicious,9,0,12,9,Nika,2/11/1995,12
41784,Method Man,10,0,8,4,Bring The Pain,2/11/1995,14
41785,Scarface,11,0,7,2,I Never Seen A Man Cry (I Seen A Man Die),2/11/1995,14
41786,Craig Mack,12,0,9,1,Flava In Ya Ear,2/11/1995,27
41787,The Roots,13,0,19,13,Proceed I,2/11/1995,7
41788,Rottin Razkals,14,0,22,14,Oh Yeah!,2/11/1995,2
41789,Dana Dane,15,0,13,11,Record Jock,2/11/1995,9
41790,Way 2 Real,16,0,25,15,Tha Butterfly,2/11/1995,9
41791,Bone Thugs-N-Harmony,17,0,14,2,Thuggish Ruggish Bone,2/11/1995,26
41792,Dru Down,18,0,18,14,Pimp Of The Year,2/11/1995,14
41793,Group Home,19,0,30,19,Supa Star,2/11/1995,7
41794,95 South,20,0,16,16,Rodeo,2/11/1995,4
41795,Heavy D & The Boyz,21,0,17,4,Black Coffee,2/11/1995,15
41796,Keith Murray,22,0,15,3,The Most Beautifullest Thing In...,2/11/1995,17
41797,Funkmaster Flex & The Ghetto Celebs,23,0,26,20,Nuttin But Flavor,2/11/1995,5
41798,Raekwon Feat. Ghost Face Killer,24,0,27,24,Heaven & Hell,2/11/1995,14
41799,Tha Alkaholiks,25,0,20,20,Daaam!,2/11/1995,11
41800,Lords Of The Underground,26,0,24,17,Tic Toc,2/11/1995,16
41801,Fugees,27,0,23,22,Vocab,2/11/1995,13
41802,Rappin' 4-Tay,28,0,21,10,Playaz Club,2/11/1995,22
41803,Mad Lion,29,0,31,5,Take It Easy,2/11/1995,32
41804,Fu-Schnickens,30,0,32,7,Breakdown,2/11/1995,18
41805,Redman,31,0,29,10,Rockafella,2/11/1995,13
41806,Dis `N' Dat,32,0,28,11,Party,2/11/1995,22
41807,Da Brat,33,0,33,5,Fa All Y'All,2/11/1995,18
41808,Ol' Dirty Bastard,34,1,0,34,Brooklyn Zoo,2/11/1995,1
41809,Pete Rock & C.L. Smooth,35,0,36,33,Take You There,2/11/1995,10
41810,OutKast,36,0,34,13,"Git Up, Git Out",2/11/1995,17
41811,STR8-G,37,1,0,37,Shadow Of A G,2/11/1995,1
41812,The Notorious B.I.G.,38,0,40,3,Juicy/Unbelievable,2/11/1995,25
41813,Thug Life,39,1,0,39,Cradle To The Grave,2/11/1995,1
41814,Super Cat,40,0,39,24,Scalp Dem,2/11/1995,12
41815,D.J. Trans,41,0,35,23,Ride Out,2/11/1995,10
41816,Warren G,42,0,37,11,Do You See,2/11/1995,11
41817,Shaquille O'Neal,43,0,38,13,Biological Didn't Bother,2/11/1995,14
41818,Above The Law,44,0,42,24,Black Superman,2/11/1995,28
41819,Da Youngsta's,45,1,0,45,Mad Props,2/11/1995,1
41820,Gravediggaz,46,1,0,46,1-800-Suicide,2/11/1995,1
41821,Slick Rick,47,0,41,12,Behind Bars,2/11/1995,12
41822,Breakdown,48,1,0,48,Dip Baby Dip,2/11/1995,1
41823,Coolio,49,1,0,49,Mama I'm In Love,2/11/1995,1
41824,Spice 1,50,0,46,13,Strap On The Side,2/11/1995,16
41825,The Notorious B.I.G.,1,0,1,1,Big Poppa/Warning,2/4/1995,3
41826,Craig Mack,2,0,2,2,Get Down,2/4/1995,6
41827,Too $hort,3,0,4,3,Cocktales,2/4/1995,4
41828,69 Boyz,4,0,3,1,Tootsee Roll,2/4/1995,36
41829,Nine,5,0,7,5,Whutcha Want?,2/4/1995,9
41830,69 Boyz,6,0,9,6,Kitty Kitty,2/4/1995,12
41831,Scarface,7,0,5,2,I Never Seen A Man Cry (I Seen A Man Die),2/4/1995,13
41832,Method Man,8,0,8,4,Bring The Pain,2/4/1995,13
41833,Craig Mack,9,0,6,1,Flava In Ya Ear,2/4/1995,26
41834,Channel Live,10,0,10,10,Mad Izm,2/4/1995,7
41835,Capleton,11,0,12,11,Tour,2/4/1995,2
41836,Vicious,12,0,15,12,Nika,2/4/1995,11
41837,Dana Dane,13,0,16,11,Record Jock,2/4/1995,8
41838,Bone Thugs-N-Harmony,14,0,13,2,Thuggish Ruggish Bone,2/4/1995,25
41839,Keith Murray,15,0,11,3,The Most Beautifullest Thing In...,2/4/1995,16
41840,95 South,16,0,17,16,Rodeo,2/4/1995,3
41841,Heavy D & The Boyz,17,0,14,4,Black Coffee,2/4/1995,14
41842,Dru Down,18,0,23,14,Pimp Of The Year,2/4/1995,13
41843,The Roots,19,0,33,19,Proceed I,2/4/1995,6
41844,Tha Alkaholiks,20,0,21,20,Daaam!,2/4/1995,10
41845,Rappin' 4-Tay,21,0,18,10,Playaz Club,2/4/1995,21
41846,Rottin Razkals,22,1,0,22,Oh Yeah!,2/4/1995,1
41847,Fugees,23,0,26,22,Vocab,2/4/1995,12
41848,Lords Of The Underground,24,0,24,17,Tic Toc,2/4/1995,15
41849,Way 2 Real,25,0,29,15,Tha Butterfly,2/4/1995,8
41850,Funkmaster Flex & The Ghetto Celebs,26,0,20,20,Nuttin But Flavor,2/4/1995,4
41851,Raekwon Feat. Ghost Face Killer,27,0,30,27,Heaven & Hell,2/4/1995,13
41852,Dis `N' Dat,28,0,25,11,Party,2/4/1995,21
41853,Redman,29,0,27,10,Rockafella,2/4/1995,12
41854,Group Home,30,0,36,30,Supa Star,2/4/1995,6
41855,Mad Lion,31,0,19,5,Take It Easy,2/4/1995,31
41856,Fu-Schnickens,32,0,22,7,Breakdown,2/4/1995,17
41857,Da Brat,33,0,28,5,Fa All Y'All,2/4/1995,17
41858,OutKast,34,0,31,13,"Git Up, Git Out",2/4/1995,16
41859,D.J. Trans,35,0,32,23,Ride Out,2/4/1995,9
41860,Pete Rock & C.L. Smooth,36,0,37,33,Take You There,2/4/1995,9
41861,Warren G,37,0,34,11,Do You See,2/4/1995,10
41862,Shaquille O'Neal,38,0,39,13,Biological Didn't Bother,2/4/1995,13
41863,Super Cat,39,0,43,24,Scalp Dem,2/4/1995,11
41864,The Notorious B.I.G.,40,0,35,3,Juicy/Unbelievable,2/4/1995,24
41865,Slick Rick,41,0,46,12,Behind Bars,2/4/1995,11
41866,Above The Law,42,0,38,24,Black Superman,2/4/1995,27
41867,Ill Al Skratch Featuring Brian McKnight,43,0,45,5,I'll Take Her,2/4/1995,21
41868,Black Moon,44,0,0,17,Buck Em Down,2/4/1995,12
41869,PMD,45,0,40,40,Swing Your Own Thing,2/4/1995,5
41870,Spice 1,46,0,0,13,Strap On The Side,2/4/1995,15
41871,Mel-Low,47,1,0,47,"Money, Houses & Clothes",2/4/1995,1
41872,Common Sense,48,0,0,31,I Used To Love H.E.R.,2/4/1995,18
41873,Salt-N-Pepa,49,0,41,10,None Of Your Business,2/4/1995,29
41874,Doctor Dre & Ed Lover,50,0,0,23,Back Up Off Me!,2/4/1995,12
41875,The Notorious B.I.G.,1,0,4,1,Big Poppa/Warning,1/28/1995,2
41876,Craig Mack,2,0,5,2,Get Down,1/28/1995,5
41877,69 Boyz,3,0,1,1,Tootsee Roll,1/28/1995,35
41878,Too $hort,4,0,6,4,Cocktales,1/28/1995,3
41879,Scarface,5,0,2,2,I Never Seen A Man Cry (I Seen A Man Die),1/28/1995,12
41880,Craig Mack,6,0,3,1,Flava In Ya Ear,1/28/1995,25
41881,Nine,7,0,8,6,Whutcha Want?,1/28/1995,8
41882,Method Man,8,0,7,4,Bring The Pain,1/28/1995,12
41883,69 Boyz,9,0,9,8,Kitty Kitty,1/28/1995,11
41884,Channel Live,10,0,12,10,Mad Izm,1/28/1995,6
41885,Keith Murray,11,0,10,3,The Most Beautifullest Thing In...,1/28/1995,15
41886,Capleton,12,1,0,12,Tour,1/28/1995,1
41887,Bone Thugs-N-Harmony,13,0,11,2,Thuggish Ruggish Bone,1/28/1995,24
41888,Heavy D & The Boyz,14,0,13,4,Black Coffee,1/28/1995,13
41889,Vicious,15,0,35,15,Nika,1/28/1995,10
41890,Dana Dane,16,0,14,11,Record Jock,1/28/1995,7
41891,95 South,17,0,24,17,Rodeo,1/28/1995,2
41892,Rappin' 4-Tay,18,0,16,10,Playaz Club,1/28/1995,20
41893,Mad Lion,19,0,32,5,Take It Easy,1/28/1995,30
41894,Funkmaster Flex & The Ghetto Celebs,20,0,20,20,Nuttin But Flavor,1/28/1995,3
